#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
war_elephants;War Beasts;;;;;;;;;;;;x
war_elephants_offensive;War Beasts Offensive;;;;;;;;;;;;x
war_elephants_defensive;War Beasts Defensive;;;;;;;;;;;;x
war_elephants_morale;War Beasts Morale;;;;;;;;;;;;x
EVTDESC_TOG_7202;Dazh is the God of the Sun and Plenty. Dazh is depicted as a handsome young man with golden hair and shining eyes, his body wreathed in fire. Dazh is so dazzling it is impossible to look upon him without being blinded.;Astucieux et manipulateur, personne ne peut conclure une affaire comme Ekwensu. Même dans les situations marchandes les plus difficiles, il peut être invoqué pour avoir de la chance et prendre la bonne décision. Puisqu'il agit habituellement depuis les ténèbres, Ekwensu peut être une source de chaos et de violence si en colère, donc il faut faire preuve de prudence.;Niemand kann so gute Geschäfte machen wie der gerissene und manipulative Ekwensu. Auch in den schwierigsten Handelssituationen wird er um Glück und Anleitung gebeten. Während er normalerweise in den Schatten arbeitet, kann Ekwensu Chaos und Gewalt auslösen, falls man in verärgert, gehe also mit Vorsicht vor.;;"Astuto y manipulador, nadie obtiene gangas como Ekwensu. Se puede acudir a él en busca de suerte y consejo incluso en las situaciones mercantiles más difíciles. Aunque suele trabajar en las sombras, Ekwensu puede ser una fuerza caótica y violenta si se le contraría; ve con cuidado.";;;;;;x
EVTDESC_TOG_7204;Tor is the God of Thunder and Lightning and a warrior god. He is shown as a muscled, square-jawed warrior with a massive axe which has a haft of oak and is used it to cleave the sky to create thunderbolts.;Le primordial Orunmila est le détenteur de la sagesse et de la vérité. Il est particulièrement bien informé sur l'être humain et la pureté. Orunmila est dit être en mesure de soigner chaque maladie et de prédire l'avenir. Ses adeptes s'efforcent d'avoir une vie juste et vertueuse.;Die uranfängliche Orunmila ist die Hüterin von Weisheit und Wahrheit. Sie wissen besonders viel über die menschliche Gestalt und Reinheit. Orunmila soll jede Krankheit heilen und in die Zukunft blicken können. Die Anhänger von Orunmila streben nach einem tugendhaften, gerechten Leben.;;El primordial Orunmila es el poseedor de la sabiduría y la verdad. Su mayor erudición es la de la forma y la pureza humanas. Se dice que Orunmila puede curar cualquier enfermedad y adivinar el futuro. Los seguidores de Orunmila ansían vivir una vida de virtud y justicia.;;;;;;x
EVTDESC_TOG_7203;Kalita is God of merchants, money and liars. Kalita is also associated with trade goods and materials. He is said to "steal" Dazh's warm to protect the trade ventures of those He favours.;Vive le puissant Shango, le grand roi guerrier qui a transcendé les chaînes de la mortalité afin de régner éternellement ! Ses armes sont des pierres et des éclairs, avec lesquels il vainc l'indigne et apporte la justice partout où il se rend.;Heil dem mächtigen Shango, dem großen Kriegerkönig, der die Banden der Sterblichkeit abgeschüttelt hat, um für immer zu herrschen! Seine Waffen sind Steine und Blitze, mit denen er die Unwürdigen vernichtet und auf allen seinen Wegen Gerechtigkeit mit sich bring.;;¡Honrad todos al poderoso Shango, el gran rey guerrero que trascendió los vínculos de la mortalidad para gobernar por siempre! Sus armas son las piedras y los relámpagos con los que derrota a los indignos y lleva la justicia allí adonde va.;;;;;;x
EVTDESC_TOG_7300;The Nehekharan Pantheon holds many deities whom you can chose to follow. Golden Ptra, the Great Creator and God of the sun, or Vengeful Asaph, the Beautiful Asp and Goddess of Magic. Perhaps you will pray to Righteous Phakt, the Hawk of Justice and God of the Sky. You may also dedicate your worship to Faceless Usirian, Lord and Master of the Underworld...;Il existe beaucoup de divinités que vous pourriez choisir d'adorer. Le Grand Ukko, le dieu du ciel et des bonnes récoltes, ou sa femme Akka, déesse de l'amour et de la protection. Ou bien Tapio et Mielikki, Maître et Maîtresse de la chasse. Ou encore le tentateur et rusé Lempo...;Es gibt viele Gottheiten, denen Ihr folgen könnt.. Dem großen Ukko, Gott des Himmels und der guten Ernten, oder seiner Frau Akka, Göttin der Liebe und des Schutzes. Vielleicht werdet Ihr Tapio und Mielikki, Herrn und Herrin der Jagd, anbeten. Ihr könnet Eure Gebete auch dem verschlagenen Versucher Lempo widmen ...;;Hay muchas deidades a las que puedes seguir. Al gran Ukko, dios del cielo y portador de buenas cosechas, o a su esposa Akka, diosa del amor y la protección. Quizá reces a Tapio y Mielikki, señor y señora de la cacería. Quizá dediques tu adoración al astuto tentador Lempo...;;;;;;x
EVTOPTA_TOG_7300;Ptra rules over them all!;Ukko règne même sur eux !;Ukko herrscht über sie alle!;;¡Ukko los domina a todos!;;;;;;x
EVTOPTB_TOG_7300;O Beautiful Asaph. May the Asp protect me.;Je suis un[Root.GetNoneE] des enfants d'Akka. Puisse-t-Elle me protéger.;Ich bin eine von Akkas Kindern. Möge sie mich schützen.;;Soy uno de los hijos de Akka. Que ella me proteja.;;;;;;x
EVTOPTC_TOG_7300;I will bring righteous justice in Phakt's name!;Tapio et Mielikki me porteront chance dans la forêt !;Tapio und Mielikki werden mir im Wald Glück bringen!;;¡Tapio y Mielikki me traerán buena suerte en el bosque!;;;;;;x
EVTOPTD_TOG_7300;May Usirian bestow the secrets of the afterlife upon me.;Puisse Lempo me transmettre ses secrets.;Möge Lampo mir seine Geheimnisse mitteilen.;;Que Lempo me confíe sus secretos.;;;;;;x
EVTDESC_TOG_7301;Ptra is the Nehekharan Sun God, and first to set foot upon the world. Ptra is the great creator and encompasses immortality and eternity. He alone among the Gods does not have an animal form but always appears Human. His eyes, however, contain all the stars above, and his gaze is enough to drive a man mad.;Le domaine du grand et puissant Ukko est le ciel. Il règne sur le temps et nous apporte de bonnes récoltes. Lorsqu'il se déplace sur son char, brandissant son grand marteau, il envoie des éclairs à travers le ciel. En tant que chef de tous les dieux, il porte conseil à ses adeptes sur la façon de régner et apporte prospérité en leurs terres.;Das Reich des großen, mächtigen Ukko ist im Himmel. Er herrscht über das Wetter und bringt uns gute Ernten. Er fährt in seinem Streitwagen, schwingt seinen großen Hammer und schickt Blitze über den Himmel. Als oberster aller Götter gibt er seinen Anhängern Anweisungen für ihre Herrschaft und Wohlstand in ihrem Reich.;;El dominio del gran y poderoso Ukko es el de los cielos. Gobierna la meteorología y nos trae buenas cosechas. Montado en su carruaje, blandiendo su martillo, envía rayos por el cielo. Como jefe de todos los dioses, otorga a sus seguidores orientación para gobernar y prosperidad a sus reinos.;;;;;;x
EVTDESC_TOG_7302;Asaph, the Vengeful Nehekharan Goddess of Magic and Beauty, is a powerful mistress. She is known to hear the call of those who wish vengeance against a dire wronging. Asaph sometimes takes the form of an asp, though even in this shape she is lovely..;Akka, déesse de l'amour, de la fertilité et de la protection, est une maîtresse douce mais puissante. Elle prend soin de tous ses enfants, et surtout des mères et des enfants. Lorsque le tonnerre résonne entre les montagnes, c'est Akka faisant l'amour avec son époux Ukko, le chef des dieux.;Akka, die Göttin der Liebe, Fruchtbarkeit und des Schutzes ist eine sanfte, aber mächtige Herrin. Sie kümmert sich um alle ihre Kinde, aber besonders um Mütter und Kleinkinder. Wenn der Donner zwischen den Bergen hallt, liebt Akka ihren Ehemann, den obersten Gott Ukko.;;Akka, diosa del amor, la fertilidad y la protección, es una ama tan amable como poderosa. Cuida de todos sus hijos, aunque especialmente a las madres y a los niños. Cuando el trueno resuena entre las montañas, Akka está haciendo el amor con su esposo, el dios jefe Ukko.;;;;;;x
EVTDESC_TOG_7303;Phakth is the Nehekharan God of the Sky and Justice. He is a muscular man with a hawk’s head and can also appear as a large, blue-banded hawk with golden eyes.;Les bois sont gouvernés par Tapio et Mielikki, dieu et déesse de la chasse. Ceux qui leur jurent allégeance seront doués d'un vrai but et d'un corps fort. Mielikki est aussi une guérisseuse talentueuse qui possède une immense connaissance des herbes de la forêt.;Die Wälder werden von Tapio und Mielikki, dem Gott und der Göttin der Jagd beherrscht. Wer ihnen die Treue schwört, wird immer mit einem guten Ziel und starken Körper gesegnet sein. Mielikki ist auch eine sehr geschickte Heilerin und kennt alle Kräuter im Wald.;;Los bosques son el dominio de Tapio y Mielikki, dios y diosa de la cacería. Aquellos que les juran lealtad serán bendecidos por siempre con buena puntería y fortaleza física. Mielikki es además una experta sanadora y tiene amplios conocimientos de todas las hierbas del bosque.;;;;;;x
EVTDESC_TOG_7304;Those who worship Faceless Usirian have chosen an enigmatic Master. While the Lord of the Underworld is a harsh judge, He is known to share the secrets of the afterlife with those that respect the dead. He is never pictured directly, as this is considered sacrilege, but he is invoked repeatedly during Nehekharan burial rituals;Ceux qui adorent Lempo ont choisi un Maître erratique. Bien qu'Il puisse partager de nombreux secrets concernant l'amour et la séduction, il faut savoir que les choses du cœur peuvent être aussi dangereuses que celles de l'épée. Cependant, si vous gardez votre bon sens, les leçons de Lempo doivent vous apporter puissance et influence au-delà de l'entendement.;Diejenigen, die Lempo anbeten, haben einen unberechenbaren Meister gewählt. Sie teilen zwar vielleicht viele Geheimnisse über Liebe und Verführung, sollten aber wissen, dass Herzensangelegenheiten genauso gefährlich wie das Schwert sein können. Wenn du jedoch ein helles Köpfchen bewahrst, werden dir die Lektionen von Lempo unvorstellbare Macht und Einfluss bringen.;;Aquellos que adoran a Lempo han elegido a un amo errático. Aunque comparten muchos secretos acerca del amor y la seducción, saben que los asuntos del corazón pueden ser tan peligrosos como los de la espada. Sin embargo, si no descuidas tu astucia, las lecciones de Lempo te aportarán poder e influencia más allá de toda comprensión.;;;;;;x
EVTDESC_TOG_7500_VALAYA;You have toiled devoutly in your endeavor to follow the path of Valaya. In her name you have promote peace and understanding between your subjects. As a result, your diplomatic skills have been improving.;Vous avez travaillé dur et avec dévotion dans votre tentative de suivre le chemin de Dievas. En son nom vous avez promu la paix et la bonne entente entre vos sujets. En conséquence, vos compétences diplomatiques se sont améliorées.;Ihr habt fromm danach gestrebt, dem Weg von Dievas zu folgen. In seinem Namen habt Ihr Frieden und Verständnis unter Euren Untertanen gefördert. Daher haben sich Eure diplomatischen Künste verbessert.;;Te has esforzado devotamente en tu empeño por seguir la senda de Dievas. En su nombre, has promovido la paz y el entendimiento entre tus súbditos. Como resultado, tus habilidades diplomáticas han mejorado.;;;;;;x
EVTDESC_TOG_7500_URSUN;You have toiled devoutly in your endeavor to follow the path of Ursun. In his name you have inspire respect and awe in your subjects. As a result, your diplomatic skills have been improving.;Vous avez travaillé dur et avec dévotion dans votre tentative de suivre le chemin d'Akka. En son nom vous avez promu la paix et la bonne entente entre vos sujets. En conséquence, vos compétences diplomatiques se sont améliorées.;Ihr habt fromm danach gestrebt, dem Weg von Akka zu folgen. In ihrem Namen habt Ihr Frieden und Verständnis unter Euren Untertanen gefördert. Daher haben sich Eure diplomatischen Künste verbessert.;;Te has esforzado devotamente en tu empeño por seguir la senda de Akka. En su nombre, has promovido la paz y el entendimiento entre tus súbditos. Como resultado, tus habilidades diplomáticas han mejorado.;;;;;;x
EVTDESC_TOG_7501_GRIMNIR;You have toiled devoutly in your endeavor to follow the path of Grimnir. In his name you have practiced your axemanship and spent many hours strategizing at the war table with your commanders. As a result, your martial skills have been improving.;Vous avez travaillé dur et avec dévotion dans votre tentative de suivre le chemin de Perkunas. En son nom, vous avez pratiqué le maniement de la hache et passé de nombreuses heures à élaborer des stratégies à la table de guerre avec vos commandants. En conséquence, vos compétences martiales se sont améliorées.;Ihr habt fromm danach gestrebt, dem Weg von Perkunas zu folgen. In seinem Namen habt Ihr Eure Axtkunst geübt und stundenlang mit euren Befehlshabern am Kriegstisch Strategien besprochen. Daher haben sich Eure Kriegskünste verbessert.;;Te has esforzado devotamente en tu empeño por seguir la senda de Perkunas. En su nombre, has practicado con el hacha y pasado largas horas en la mesa de estrategias de guerra con tus comandantes. Como resultado, tus habilidades marciales han mejorado.;;;;;;x
EVTDESC_TOG_7501_TOR;You have toiled devoutly in your endeavor to follow the path of Tor. In his name you have practiced your axemanship and spent many hours strategizing at the war table with your commanders. As a result, your martial skills have been improving.;Vous avez travaillé dur et avec dévotion dans votre tentative de suivre le chemin de Tapio et Mielikki. En leur nom, vous avez organisé de nombreuses grandes chasses et passé de nombreuses heures à traquer seul[Root.GetNoneE] dans la nature. En conséquence, vos compétences martiales se sont améliorées.;Ihr habt fromm danach gestrebt, dem Weg von Tapio und Mielikki zu folgen. In ihrem Namen habt Ihr viele große Jagden organisiert und viele einsame Stunden in der Wildnis Spuren verfolgt. Daher haben sich Eure Kriegskünste verbessert.;;Te has esforzado devotamente en tu empeño por seguir la senda de Tapio y Mielikki. En su nombre, has organizado multitud de grandes cacerías y pasado muchas horas en soledad, rastreando en el bosque. Como resultado, tus habilidades marciales han mejorado.;;;;;;x
EVTDESC_TOG_7501_PHAKTH;You have toiled devoutly in your endeavor to follow the path of Phakth. In his name you have practiced your swordmanship and spent many hours strategizing at the war table with your commanders. As a result, your martial skills have been improving.;Vous avez travaillé dur et avec dévotion dans votre tentative de suivre le chemin de Shango. En son nom, vous avez pratiqué le lancer et passé de nombreuses heures à élaborer des stratégies à la table de guerre avec vos commandants. En conséquence, vos compétences martiales se sont améliorées.;Ihr habt fromm danach gestrebt, dem Weg von Shango zu folgen. In seinem Namen habt Ihr Euren Speerwurf geübt und stundenlang mit euren Befehlshabern am Kriegstisch Strategien besprochen. Daher haben sich Eure Kriegskünste verbessert.;;Te has esforzado devotamente en tu empeño por seguir la senda de Shango. En su nombre, has practicado con la lanza y pasado largas horas en la tienda de estrategias de guerra con tus comandantes. Como resultado, tus habilidades marciales han mejorado.;;;;;;x
EVTDESC_TOG_7502_GRUNGNI;You have toiled devoutly in your endeavor to follow the path of Grungni. In his name you have arranged many successful mining expeditions, as well as spent many hours inspecting the mines of [Root.Capital.GetName]. As a result, your stewardship skills have been improving.;Vous avez travaillé dur et avec dévotion dans votre tentative de suivre le chemin de Zemyna. En son nom, vous avez organisé des fêtes des récoltes et des rites de fertilité, ainsi que passé de nombreuses heures à inspecter les champs à [Root.Capital.GetName]. En conséquence, vos compétences en intendance se sont améliorées.;Ihr habt fromm danach gestrebt, dem Weg von Zemyna zu folgen. In ihrem Namen habt Ihr Erntefestivals und Furchtbarkeitsriten organisiert und viele Stunden darauf verbraucht, die Felder von [Root.Capital.GetName] zu begutachten. Daher haben sich Eure Verwaltungskünste verbessert.;;Te has esforzado devotamente en tu empeño por seguir la senda de Zemyna. En su nombre, has organizado festivales de la cosecha y ritos de fertilidad y pasado muchas horas inspeccionando los campos de [Root.Capital.GetName]. Como resultado, tus habilidades administrativas han mejorado.;;;;;;x
EVTDESC_TOG_7502_DAZH;You have toiled devoutly in your endeavor to follow the path of Dazh. In his name you have arranged harvest festivals and fertility rites, as well as spent many hours inspecting the fields of [Root.Capital.GetName]. As a result, your stewardship skills have been improving.;Vous avez travaillé dur et avec dévotion dans votre tentative de suivre le chemin d'Ukko. En son nom, vous avez organisé des fêtes des récoltes et des rites de fertilité, ainsi que passé de nombreuses heures à inspecter les champs à [Root.Capital.GetName]. En conséquence, vos compétences en intendance se sont améliorées.;Ihr habt fromm danach gestrebt, dem Weg von Ukko zu folgen. In seinem Namen habt Ihr Erntefestivals und Furchtbarkeitsriten organisiert und viele Stunden darauf verbraucht, die Felder von [Root.Capital.GetName] zu begutachten. Daher haben sich Eure Verwaltungskünste verbessert.;;Te has esforzado devotamente en tu empeño por seguir la senda de Ukko. En su nombre, has organizado festivales de la cosecha y ritos de fertilidad y pasado muchas horas inspeccionando los campos de [Root.Capital.GetName]. Como resultado, tus habilidades administrativas han mejorado.;;;;;;x
EVTDESC_TOG_7502_PTRA;You have toiled devoutly in your endeavor to follow the path of Ptra. In his name you have traveled across the realm to inspect the great necropolis and temples of old, as well as invested in several expeditions. As a result, your stewardship skills have been improving.;Vous avez travaillé dur et avec dévotion dans votre tentative de suivre le chemin d'Ekwensu. En son nom, vous avez voyagé à travers le pays afin d'inspecter les marchés et les routes marchandes, ainsi qu'investi dans plusieurs expéditions marchandes. En conséquence, vos compétences en intendance se sont améliorées.;Ihr habt fromm danach gestrebt, dem Weg von Ekwensu zu folgen. In seinem Namen seid Ihr über das ganze Reich gereist, um Märkte und Handelsrouten zu inspizieren und habt in mehrere Handelsexpeditionen investiert. Daher haben sich Eure Verwaltungskünste verbessert.;;Te has esforzado devotamente en tu empeño por seguir la senda de Ekwensu. En su nombre, has viajado por el reino para inspeccionar mercados y rutas comerciales e invertido en varias expediciones mercantiles. Como resultado, tus habilidades administrativas han mejorado.;;;;;;x
EVTDESC_TOG_7503_KALITA;You have toiled devoutly in your endeavor to follow the path of Kalita. In his name you have plotted against your trade rivals, brewed accusations and manipulated. As a result, your skills of intrigue have been improving.;Vous avez travaillé dur et avec dévotion dans votre tentative de suivre le chemin de Velnias. En son nom, vous avez comploté et espionné, préparer des poisons et fabriqué des faux. En conséquence, vos compétences en intrigue se sont améliorées.;Ihr habt fromm danach gestrebt, dem Weg von Velnias zu folgen. In seinem Namen habt Ihr Verschwörungen ausgeheckt und spioniert, Gift gebraut und manipuliert. Daher haben sich Eure Intrigenkünste verbessert.;;Te has esforzado devotamente en tu empeño por seguir la senda de Velnias. En su nombre, has urdido complots y espiado, elaborado venenos y manipulado. Como resultado, tus habilidades de intriga han mejorado.;;;;;;x
EVTDESC_TOG_7503_USIRIAN;You have toiled devoutly in your endeavor to follow the path of Usirian. In his name you have discovered the secrets of the afterlife and thwarted tomb robbery with cunnig alone. As a result, your skills of intrigue have been improving.;Vous avez travaillé dur et avec dévotion dans votre tentative de suivre le chemin de Lempo. En son nom, vous avez inventé des contes enchanteurs et fait de belles promesses, attisé le désir et les convoitises. En conséquence, vos compétences en intrigue se sont améliorées.;Ihr habt fromm danach gestrebt, dem Weg von Lempo zu folgen. In seinem Namen habt Ihr bezaubernde Geschichten und süße Versprechen gesponnen, die Sehnsüchtigen verführt und die Lustvollen beglückt. Daher haben sich Eure Intrigenkünste verbessert.;;Te has esforzado devotamente en tu empeño por seguir la senda de Lempo. En su nombre, has tejido cuentos embrujadores y hecho dulces promesas, seducido a los que desean y encamado a los lujuriosos. Como resultado, tus habilidades de intriga han mejorado.;;;;;;x
EVTDESC_TOG_7503_THUNGNI;You have toiled devoutly in your endeavor to follow the path of Thungni. In his name you have sought out knowledge, as well as studied the history of the Runes. As a result, your learning has been improving.;Vous avez travaillé dur et avec dévotion dans votre tentative de suivre le chemin d'Orunmila. En son nom, vous avez recherché le savoir et la pureté, ainsi qu'enseigner et fait de bonnes actions partout où vos voyages vous ont mené. En conséquence, vos compétences en érudition se sont améliorées.;Ihr habt fromm danach gestrebt, dem Weg von Orunmila zu folgen. In ihrem Namen habt Ihr nach Wissen und Reinheit gesucht, und auf all Euren Wegen gelehrt und gute Taten vollführt. Daher hat sich Eure Gelehrtheit verbessert.;;Te has esforzado devotamente en tu empeño por seguir la senda de Orunmila. En su nombre, has buscado el conocimiento y la pureza y enseñado y llevado a cabo buenas acciones allí adonde tus viajes te han llevado. Como resultado, tus habilidades de aprendizaje han mejorado.;;;;;;x
EVTDESC_TOG_7503_ASAPH;You have toiled devoutly in your endeavor to follow the path of Asaph. In her name you have sought out knowledge and secrets, both in the earthly realm and in her domain, the Realms of Magic. As a result, your learning has been improving.;Vous avez travaillé dur et avec dévotion dans votre tentative de suivre le chemin de Morana. En son nom, vous avez recherché le savoir et les secrets, à la fois dans le royaume terrestre et dans son domaine, le pays des rêves. En conséquence, vos compétences en érudition se sont améliorées.;Ihr habt fromm danach gestrebt, dem Weg von Morana zu folgen. In ihrem Namen habt Ihr Wissen und Geheimnisse gesucht, sowohl auf Erden als auch in ihrem Reich, den Traumländern. Daher hat sich Eure Gelehrtheit verbessert.;;Te has esforzado devotamente en tu empeño por seguir la senda de Morana. En su nombre, has buscado conocimientos y secretos tanto en el reino terrenal como en sus dominios, las tierras del sueño. Como resultado, tus habilidades de aprendizaje han mejorado.;;;;;;x
EVTDESC_TOG_7506_VALAYA;It is early morning and you are at the shrine dedicated to Valaya, deep in prayers. You hear soft footsteps behind you – who could it be at this hour? [From.GetTitledFirstName], as it turns out. You exchange some pleasantries and soon you find yourself in a full-fledged conversation. You have so much in common!;De bon matin, vous êtes au sanctuaire dédié à Orunmila, dans de profondes prières. Vous entendez alors de légers bruits de pas derrière vous - qui cela peut-il être à cette heure ? Il s'avère que c'est [From.GetTitledFirstName]. Vous échangez quelques plaisanteries, et vous vous retrouvez dans une conversation proprement dite. Vous avez tant de choses en commun !;Es ist früh am Morgen, und Ihr seid am Schrein von Orunmila tief in Gebete versunken. Ihr hört leise Fußschritte hinter Euch - wer könnte das zu dieser Stunde wohl sein? [From.GetTitledFirstName], wie es sich herausstellt. Ihr tauscht einige Höflichkeiten aus und findet Euch bald in ein Gespräch vertieft. Ihr habt so viel gemeinsam.;;Es muy temprano y estás en el santuario dedicado a Orunmila elevando tus plegarias. Oyes pasos detrás de ti. ¿Quién será a estas horas? Resulta que se trata de [From.GetTitledFirstName]. Tras un intercambio de comentarios, no tardas en hallarte en una conversación en toda regla. ¡Tenéis tanto en común!;;;;;;x
EVTDESC_TOG_7506_URSUN;It is early morning and you are at the shrine dedicated to Ursun, deep in prayers. You hear soft footsteps behind you – who could it be at this hour? [From.GetTitledFirstName], as it turns out. You exchange some pleasantries and soon you find yourself in a full-fledged conversation. You have so much in common!;De bon matin, vous êtes au sanctuaire dédié à Morana, dans de profondes prières. Vous entendez alors de légers bruits de pas derrière vous - qui cela peut-il être à cette heure ? Il s'avère que c'est [From.GetTitledFirstName]. Vous échangez quelques plaisanteries, et vous vous retrouvez dans une conversation proprement dite. Vous avez tant de choses en commun !;Es ist früh am Morgen, und Ihr seid am Schrein von Morana tief in Gebete versunken. Ihr hört leise Fußschritte hinter Euch - wer könnte das zu dieser Stunde wohl sein? [From.GetTitledFirstName], wie es sich herausstellt. Ihr tauscht einige Höflichkeiten aus und findet Euch bald in ein Gespräch vertieft. Ihr habt so viel gemeinsam.;;Es muy temprano y estás en el santuario dedicado a Morana elevando tus plegarias. Oyes pasos detrás de ti. ¿Quién será a estas horas? Resulta que se trata de [From.GetTitledFirstName]. Tras un intercambio de comentarios, no tardas en hallarte en una conversación en toda regla. ¡Tenéis tanto en común!;;;;;;x
EVTDESC_TOG_7506_GRIMNIR;It is a fine day and you are training your axemanship. As you take a break to drink your midday ale, you find yourself in a discussion on axes with [From.GetTitledFirstName]. It turns out that [From.GetSheHe] is also a devout follower of Grimnir. The longer you talk the more you seem to have in common!;C'est une belle journée et vous êtes dehors à chasser avec un petit groupe. Alors que vous faites une pause pour déjeuner, vous vous retrouvez dans une discussion sur le tir à l'arc avec [From.GetTitledFirstName]. Il s'avère qu'[From.GetSheHe] est aussi un[From.GetNoneE] adepte de Péroun. Vous semblez avoir beaucoup en commun !;Es ist ein schöner Tag, und Ihr seid mit einer kleinen Gruppe auf Jagd. Als Ihr Eure Mittagspause einlegt, führt Ihr mit [From.GetTitledFirstName] ein Gespräch über das Bogenschießen. Es stellt sich heraus, dass [From.GetSheHe] ebenfalls ein frommer Anhänger von Perun ist. Je länger Ihr Euch unterhaltet, desto mehr scheint ihr gemeinsam zu haben.;;Hace muy buen día y estás cazando con una pequeña partida. Cuando te tomas un descanso para comer, te acabas hallando en una conversación acerca del tiro con arco con [From.GetTitledFirstName]. Resulta que [From.GetSheHe] también sigue fielmente a Perún. ¡Cuanto más habláis, más parece que tenéis en común!;;;;;;x
EVTDESC_TOG_7506_TOR;It is a fine day and you are out hunting with a small party. As you take a break to eat your midday meal, you find yourself in a discussion on archery with [From.GetTitledFirstName]. It turns out that [From.GetSheHe] is also a devout follower of Tor. The longer you talk the more you seem to have in common!;C'est une belle journée et vous êtes dehors à chasser avec un petit groupe. Alors que vous faites une pause pour déjeuner, vous vous retrouvez dans une discussion sur le tir à l'arc avec [From.GetTitledFirstName]. Il s'avère qu'[From.GetSheHe] est aussi un[From.GetNoneE] adepte de Perkunas. Vous semblez avoir beaucoup en commun !;Es ist ein schöner Tag, und Ihr seid mit einer kleinen Gruppe auf Jagd. Als Ihr Eure Mittagspause einlegt, führt Ihr mit [From.GetTitledFirstName] ein Gespräch über das Bogenschießen. Es stellt sich heraus, dass [From.GetSheHe] ebenfalls ein frommer Anhänger von Perkunas ist. Je länger Ihr Euch unterhaltet, desto mehr scheint ihr gemeinsam zu haben.;;Hace muy buen día y estás cazando con una pequeña partida. Cuando te tomas un descanso para comer, te acabas hallando en una conversación acerca del tiro con arco con [From.GetTitledFirstName]. Resulta que [From.GetSheHe] también sigue fielmente a Perkunas. ¡Cuanto más habláis, más parece que tenéis en común!;;;;;;x
EVTDESC_TOG_7506_PHAKTH;While out, hunting for a party of petty tomb robbers. You take a break to study the situation, and you find yourself in a discussion about the fundaments of justice with [From.GetTitledFirstName]. It turns out that [From.GetSheHe] is also a follower of Phakth. The longer you talk the more you seem to have in common!;C'est une belle journée et vous êtes dehors à chasser avec un petit groupe. Alors que vous faites une pause pour déjeuner, vous vous retrouvez dans une discussion sur le tir à l'arc avec [From.GetTitledFirstName]. Il s'avère qu'[From.GetSheHe] est aussi un[From.GetNoneE] adepte de Tapio et Mielikki. Vous semblez avoir beaucoup en commun !;Es ist ein schöner Tag, und Ihr seid mit einer kleinen Gruppe auf Jagd. Als Ihr Eure Mittagspause einlegt, führt Ihr mit [From.GetTitledFirstName] ein Gespräch über das Bogenschießen. Es stellt sich heraus, dass [From.GetSheHe] ebenfalls ein Anhänger von Tapio und Mielikki ist. Je länger Ihr Euch unterhaltet, desto mehr scheint ihr gemeinsam zu haben.;;Hace muy buen día y estás cazando con una pequeña partida. Cuando te tomas un descanso para comer, te acabas hallando en una conversación acerca del tiro con arco con [From.GetTitledFirstName]. Resulta que [From.GetSheHe] también sigue fielmente a Tapio y Mielikki. ¡Cuanto más habláis, más parece que tenéis en común!;;;;;;x
EVTDESC_TOG_7506_GRUNGNI;Many find it odd that a [Root.GetTitle] works in the mines, but striking stone and earth makes you feel closer to to Grungni, more so than any prayer. As you take a short break, you notice [From.GetTitledFirstName] approaching. You greet and exchange some words about the harvest. It turns out that [From.GetSheHe] is also a follower of Grungni!;Pour beaucoup c'est étrange qu'un[Root.GetNoneE] [Root.GetTitle] travaille dans les champs, mais s'occuper de la terre et des récoltes vous rapproche d'Ukko, plus que n'importe quelle prière. Alors que vous faites une pause, vous voyez [From.GetTitledFirstName] approcher. Vous vous saluez et échangez quelques mots au sujet de la récolte. Il s'avère qu'[From.GetSheHe] est aussi un[From.GetNoneE] adepte d'Ukko !;Viele finden es seltsam, dass ein [Root.GetTitle] in den Feldern arbeitet, aber das Land und die Felder pflegen bringt Euch Ukko näher als jedes Gebet. Als Ihr eine kurze Pause einlegt, bemerkt Ihr, dass sich [From.GetTitledFirstName] Euch nähert. Ihr begrüßt Euch und sprecht ein wenig über die Ernte. Es stellt sich heraus, dass [From.GetSheHe] ebenfalls ein Anhänger von Ukko ist!;;A muchos les extraña que un [Root.GetTitle] trabaje en el campo, pero atender la tierra y los cultivos te aproxima a Ukko más que cualquier plegaria. Cuando te tomas un descanso, ves acercarse a [From.GetTitledFirstName]. Os saludáis e intercambiáis impresiones acerca de la cosecha. ¡Resulta que [From.GetSheHe] también sigue fielmente a Ukko!;;;;;;x
